userid,libraryid,seatid,created_at,action,actionfrom
342,2,157,2020-01-15 15:55:09,cancel,system
420,2,159,2020-01-15 15:55:26,reserve,user
342,2,157,2020-01-15 15:55:27,reserve,user
420,2,159,2020-01-15 15:55:35,confirm,user
342,2,157,2020-01-15 15:55:37,confirm,user
1176,2,119,2020-01-15 15:56:47,cancel,system
4815,2,115,2020-01-15 15:59:46,reserve,user
467,2,93,2020-01-15 15:59:53,confirm,user
4815,2,115,2020-01-15 15:59:53,confirm,user
3099,2,103,2020-01-15 16:00:11,cancel,system
3392,2,120,2020-01-15 16:00:18,confirm,user
5361,2,172,2020-01-15 16:01:21,cancel,system
3325,2,105,2020-01-15 16:02:11,confirm,user
1495,2,171,2020-01-15 16:03:33,confirm,user
2122,2,168,2020-01-15 16:04:05,confirm,user
3433,2,104,2020-01-15 16:04:26,reserve,user
5361,2,172,2020-01-15 16:05:31,reserve,user
3449,2,100,2020-01-15 16:05:38,cancel,system
1408,2,151,2020-01-15 16:06:59,confirm,user
1815,2,160,2020-01-15 16:09:15,confirm,user
3616,2,158,2020-01-15 16:10:11,confirm,user
411,2,95,2020-01-15 16:10:23,cancel,system
2187,2,3,2020-01-15 16:10:46,cancel,system
5034,2,89,2020-01-15 16:11:36,cancel,system
1176,2,119,2020-01-15 16:12:03,reserve,user
1176,2,119,2020-01-15 16:12:37,confirm,user
3464,2,98,2020-01-15 16:13:57,confirm,user
5102,2,139,2020-01-15 16:14:32,cancel,system
4013,2,112,2020-01-15 16:15:16,cancel,system
2907,2,110,2020-01-15 16:15:46,cancel,system
5034,2,90,2020-01-15 16:16:01,reserve,user
5034,2,90,2020-01-15 16:16:23,confirm,user
3350,2,149,2020-01-15 16:17:23,confirm,user
1618,2,118,2020-01-15 16:17:34,cancel,system
3464,2,98,2020-01-15 16:18:45,cancel,user
3464,2,96,2020-01-15 16:19:03,reserve,user
3464,2,96,2020-01-15 16:19:10,cancel,user
3464,2,95,2020-01-15 16:19:17,reserve,user
3464,2,95,2020-01-15 16:19:32,confirm,user
2420,2,144,2020-01-15 16:23:43,cancel,system
5043,2,91,2020-01-15 16:24:46,cancel,system
1373,2,148,2020-01-15 16:24:49,cancel,system
1495,2,171,2020-01-15 16:28:20,confirm,user
5361,2,172,2020-01-15 16:29:15,cancel,user
5361,2,172,2020-01-15 16:29:20,reserve,user
3433,2,104,2020-01-15 16:29:27,cancel,system
4401,2,176,2020-01-15 16:29:45,confirm,user
815,2,173,2020-01-15 16:30:00,reserve,user
815,2,173,2020-01-15 16:30:13,cancel,user
2416,2,107,2020-01-15 16:31:04,cancel,system
5503,2,165,2020-01-15 16:33:21,cancel,system
2132,2,167,2020-01-15 16:33:22,cancel,system
508,2,155,2020-01-15 16:35:07,confirm,user
1295,2,162,2020-01-15 16:35:50,cancel,system
1618,2,118,2020-01-15 16:36:19,reserve,user
2132,2,167,2020-01-15 16:36:42,reserve,user
5503,2,165,2020-01-15 16:36:43,reserve,user
5503,2,165,2020-01-15 16:36:50,confirm,user
2132,2,167,2020-01-15 16:37:02,confirm,user
3295,2,163,2020-01-15 16:37:25,cancel,system
1560,2,96,2020-01-15 16:40:17,reserve,user
2500,2,175,2020-01-15 16:40:55,confirm,user
1560,2,96,2020-01-15 16:41:30,cancel,user
1560,2,108,2020-01-15 16:41:36,reserve,user
1560,2,108,2020-01-15 16:41:46,confirm,user
201,2,156,2020-01-15 16:42:20,cancel,user
1176,2,119,2020-01-15 16:42:59,cancel,user
3464,2,95,2020-01-15 16:43:17,confirm,user
467,2,93,2020-01-15 16:43:45,confirm,user
5879,2,153,2020-01-15 16:44:32,cancel,system
495,2,130,2020-01-15 16:44:43,cancel,system
5062,2,128,2020-01-15 16:44:45,cancel,system
855,2,127,2020-01-15 16:44:50,cancel,system
5251,2,154,2020-01-15 16:44:56,cancel,system
1790,2,94,2020-01-15 16:45:19,cancel,system
2518,2,138,2020-01-15 16:45:38,confirm,user
5914,2,136,2020-01-15 16:46:04,confirm,user
5043,2,122,2020-01-15 16:46:09,reserve,user
5043,2,122,2020-01-15 16:46:26,cancel,user
1481,2,169,2020-01-15 16:50:53,cancel,system
3392,2,120,2020-01-15 16:51:03,confirm,user
4522,2,166,2020-01-15 16:52:35,cancel,system
420,2,159,2020-01-15 16:53:13,confirm,user
342,2,157,2020-01-15 16:53:15,confirm,user
5361,2,172,2020-01-15 16:54:21,cancel,system
83,2,99,2020-01-15 16:54:29,cancel,system
2132,2,167,2020-01-15 16:56:02,confirm,user
5503,2,165,2020-01-15 16:56:11,confirm,user
5361,2,172,2020-01-15 16:56:54,reserve,user
4815,2,115,2020-01-15 16:59:54,cancel,system
1618,2,118,2020-01-15 17:01:20,cancel,system
3325,2,105,2020-01-15 17:02:12,cancel,system
3616,2,158,2020-01-15 17:03:35,confirm,user
2122,2,168,2020-01-15 17:04:06,cancel,system
1408,2,151,2020-01-15 17:07:00,cancel,system
1815,2,160,2020-01-15 17:09:15,cancel,system
5034,2,90,2020-01-15 17:16:24,cancel,system
3350,2,149,2020-01-15 17:17:24,cancel,system
5361,2,172,2020-01-15 17:21:55,cancel,system
4167,1,12,2020-01-15 17:22:32,reserve,user
4167,1,12,2020-01-15 17:22:40,cancel,user
4167,1,2,2020-01-15 17:23:14,reserve,user
4167,1,2,2020-01-15 17:23:20,cancel,user
4167,1,5,2020-01-15 17:24:18,reserve,user
4167,1,5,2020-01-15 17:24:47,cancel,user
2262,2,1,2020-01-15 17:27:47,reserve,user
2262,2,1,2020-01-15 17:27:57,cancel,user
1495,2,171,2020-01-15 17:28:21,cancel,system
4401,2,176,2020-01-15 17:29:46,cancel,system
2500,2,175,2020-01-15 17:33:50,cancel,user
1373,2,148,2020-01-15 17:33:54,reserve,user
1373,2,148,2020-01-15 17:34:00,cancel,user
467,2,93,2020-01-15 17:34:14,cancel,user
508,2,155,2020-01-15 17:35:08,cancel,system
1560,2,108,2020-01-15 17:41:47,cancel,system
3464,2,95,2020-01-15 17:43:18,cancel,system
2518,2,138,2020-01-15 17:45:39,cancel,system
5914,2,136,2020-01-15 17:46:05,cancel,system
3392,2,120,2020-01-15 17:51:04,cancel,system
2262,2,7,2020-01-15 17:52:38,reserve,user
2262,2,7,2020-01-15 17:52:45,cancel,user
420,2,159,2020-01-15 17:53:14,cancel,system
342,2,157,2020-01-15 17:53:16,cancel,system
2132,2,167,2020-01-15 17:56:03,cancel,system
5503,2,165,2020-01-15 17:56:12,cancel,system
3616,2,158,2020-01-15 18:03:36,cancel,system
5180,2,133,2020-01-15 18:20:50,reserve,user
5180,2,133,2020-01-15 18:20:56,cancel,user
5180,2,144,2020-01-15 18:21:19,reserve,user
5180,2,144,2020-01-15 18:21:24,cancel,user
2888,2,8,2020-01-15 18:26:40,reserve,user
2888,2,8,2020-01-15 18:51:41,cancel,system
4590,2,7,2020-01-15 18:58:51,reserve,user
4590,2,7,2020-01-15 18:59:05,cancel,user
1996,2,144,2020-01-15 19:36:06,reserve,user
1996,2,144,2020-01-15 19:36:10,cancel,user
646,2,144,2020-01-15 19:38:22,reserve,user
646,2,144,2020-01-15 19:38:29,cancel,user
1839,2,3,2020-01-15 20:33:09,reserve,user
1839,2,3,2020-01-15 20:33:31,cancel,user
4789,2,105,2020-01-15 20:56:19,reserve,user
4789,2,105,2020-01-15 21:21:20,cancel,system
2271,2,170,2020-01-15 21:29:44,reserve,user
2271,2,170,2020-01-15 21:29:48,cancel,user
592,2,7,2020-01-15 22:41:37,reserve,user
592,2,7,2020-01-15 22:41:51,cancel,user
2150,2,119,2020-01-15 23:41:47,reserve,user
2150,2,119,2020-01-15 23:41:58,cancel,user
2150,2,110,2020-01-15 23:43:33,reserve,user
2150,2,110,2020-01-15 23:43:46,cancel,user
2150,2,7,2020-01-15 23:44:03,reserve,user
2150,2,7,2020-01-15 23:44:07,cancel,user
3529,2,119,2020-01-16 00:43:57,reserve,user
3529,2,119,2020-01-16 00:44:19,cancel,user
1990,2,7,2020-01-16 01:05:02,reserve,user
1990,2,7,2020-01-16 01:05:30,cancel,user
2486,2,132,2020-01-16 05:53:23,reserve,user
2486,2,132,2020-01-16 05:53:28,cancel,user
775,2,7,2020-01-16 06:53:05,reserve,user
775,2,7,2020-01-16 06:53:21,cancel,user
368,2,1,2020-01-16 07:21:39,reserve,user
368,2,1,2020-01-16 07:21:46,cancel,user
2010,2,90,2020-01-16 07:35:15,reserve,user
1140,2,92,2020-01-16 07:40:04,reserve,user
2661,2,141,2020-01-16 07:41:23,reserve,user
2010,2,90,2020-01-16 07:44:28,cancel,user
2010,2,90,2020-01-16 07:44:33,reserve,user
3802,2,145,2020-01-16 07:52:32,reserve,user
5530,2,97,2020-01-16 07:53:51,reserve,user
2518,2,7,2020-01-16 07:54:39,reserve,user
1638,2,89,2020-01-16 07:55:09,reserve,user
3337,2,146,2020-01-16 07:55:19,reserve,user
3337,2,146,2020-01-16 07:55:41,cancel,user
3337,2,91,2020-01-16 07:55:48,reserve,user
682,2,155,2020-01-16 07:57:59,reserve,user
2010,2,90,2020-01-16 08:00:10,confirm,user
772,2,94,2020-01-16 08:00:41,reserve,user
2518,2,7,2020-01-16 08:01:51,cancel,user
2518,2,8,2020-01-16 08:01:56,reserve,user
1638,2,89,2020-01-16 08:02:03,cancel,user
1638,2,93,2020-01-16 08:02:08,reserve,user
1638,2,93,2020-01-16 08:02:35,confirm,user
3433,2,102,2020-01-16 08:04:43,reserve,user
1140,2,92,2020-01-16 08:05:05,cancel,system
2907,2,110,2020-01-16 08:06:06,reserve,user
2661,2,141,2020-01-16 08:06:24,cancel,system
2661,2,142,2020-01-16 08:06:40,reserve,user
3337,2,91,2020-01-16 08:07:08,cancel,user
3337,2,101,2020-01-16 08:07:26,reserve,user
1638,2,93,2020-01-16 08:07:34,cancel,user
3802,2,145,2020-01-16 08:07:42,confirm,user
1638,2,103,2020-01-16 08:07:46,reserve,user
3337,2,101,2020-01-16 08:07:50,confirm,user
1638,2,103,2020-01-16 08:07:54,confirm,user
5914,2,7,2020-01-16 08:08:07,reserve,user
3292,2,89,2020-01-16 08:09:09,reserve,user
2416,2,109,2020-01-16 08:09:54,reserve,user
2661,2,142,2020-01-16 08:12:15,confirm,user
1140,2,92,2020-01-16 08:13:04,reserve,user
1140,2,92,2020-01-16 08:13:27,confirm,user
5183,2,115,2020-01-16 08:13:37,reserve,user
5914,2,7,2020-01-16 08:13:40,confirm,user
2518,2,8,2020-01-16 08:13:48,confirm,user
682,2,155,2020-01-16 08:14:30,cancel,user
5530,2,97,2020-01-16 08:14:35,confirm,user
682,2,157,2020-01-16 08:14:38,reserve,user
2907,2,110,2020-01-16 08:16:54,confirm,user
4650,2,138,2020-01-16 08:17:14,reserve,user
495,2,136,2020-01-16 08:17:29,reserve,user
3292,2,89,2020-01-16 08:17:35,cancel,user
2416,2,109,2020-01-16 08:18:14,confirm,user
3292,2,93,2020-01-16 08:18:15,reserve,user
3292,2,93,2020-01-16 08:18:23,confirm,user
682,2,157,2020-01-16 08:19:35,confirm,user
4239,2,95,2020-01-16 08:19:38,reserve,user
4239,2,95,2020-01-16 08:19:49,confirm,user
3433,2,102,2020-01-16 08:21:02,cancel,user
3433,2,100,2020-01-16 08:21:11,reserve,user
3433,2,100,2020-01-16 08:21:19,confirm,user
5062,2,135,2020-01-16 08:24:42,reserve,user
2366,2,149,2020-01-16 08:25:24,reserve,user
772,2,94,2020-01-16 08:25:42,cancel,system
4490,2,113,2020-01-16 08:26:43,reserve,user
1039,2,120,2020-01-16 08:26:51,reserve,user
567,2,159,2020-01-16 08:27:10,reserve,user
5536,2,155,2020-01-16 08:27:20,reserve,user
5183,2,115,2020-01-16 08:27:39,cancel,user
5183,2,115,2020-01-16 08:27:46,reserve,user
5413,2,154,2020-01-16 08:28:21,reserve,user
5413,2,154,2020-01-16 08:29:11,confirm,user
5001,2,119,2020-01-16 08:29:18,reserve,user
2497,2,137,2020-01-16 08:30:09,reserve,user
1039,2,120,2020-01-16 08:30:10,confirm,user
1039,2,120,2020-01-16 08:31:06,cancel,user
1039,2,118,2020-01-16 08:31:13,reserve,user
1039,2,118,2020-01-16 08:31:23,confirm,user
4490,2,113,2020-01-16 08:35:27,confirm,user
5183,2,115,2020-01-16 08:35:33,confirm,user
4210,2,1,2020-01-16 08:38:01,reserve,user
4131,2,4,2020-01-16 08:38:01,reserve,user
4131,2,4,2020-01-16 08:38:08,cancel,user
4210,2,1,2020-01-16 08:38:28,cancel,user
4210,2,3,2020-01-16 08:38:49,reserve,user
4210,2,3,2020-01-16 08:39:24,confirm,user
5062,2,135,2020-01-16 08:40:01,cancel,user
5062,2,135,2020-01-16 08:40:08,reserve,user
772,2,89,2020-01-16 08:40:32,reserve,user
772,2,89,2020-01-16 08:41:46,confirm,user
1155,2,127,2020-01-16 08:42:00,reserve,user
4650,2,138,2020-01-16 08:42:15,cancel,system
1155,2,127,2020-01-16 08:42:16,confirm,user
495,2,136,2020-01-16 08:42:30,cancel,system
5536,2,155,2020-01-16 08:42:33,cancel,user
4650,2,138,2020-01-16 08:43:17,reserve,user
1560,2,133,2020-01-16 08:43:44,reserve,user
1129,2,128,2020-01-16 08:43:46,reserve,user
1560,2,133,2020-01-16 08:44:07,confirm,user
1129,2,128,2020-01-16 08:45:02,confirm,user
2366,2,149,2020-01-16 08:47:31,confirm,user
5001,2,119,2020-01-16 08:47:43,cancel,user
5001,2,119,2020-01-16 08:47:55,reserve,user
3400,2,141,2020-01-16 08:51:17,reserve,user
567,2,159,2020-01-16 08:52:11,cancel,system
5001,2,119,2020-01-16 08:52:53,cancel,user
5001,2,116,2020-01-16 08:53:09,reserve,user
567,2,159,2020-01-16 08:53:12,reserve,user
2497,2,137,2020-01-16 08:55:10,cancel,system
2340,2,106,2020-01-16 08:56:07,reserve,user
2340,2,106,2020-01-16 08:56:28,cancel,user
2340,2,168,2020-01-16 08:57:00,reserve,user
3392,2,120,2020-01-16 08:57:26,reserve,user
3337,2,101,2020-01-16 08:58:28,confirm,user
3400,2,141,2020-01-16 08:58:33,confirm,user
1638,2,103,2020-01-16 08:58:36,confirm,user
5001,2,116,2020-01-16 08:58:53,confirm,user
2010,2,90,2020-01-16 08:58:58,confirm,user
4825,2,146,2020-01-16 08:59:03,reserve,user
3392,2,120,2020-01-16 08:59:15,cancel,user
4825,2,146,2020-01-16 08:59:18,cancel,user
3392,2,106,2020-01-16 08:59:30,reserve,user
3182,2,146,2020-01-16 08:59:34,reserve,user
3392,2,106,2020-01-16 09:00:00,confirm,user
567,2,159,2020-01-16 09:00:50,cancel,user
567,2,159,2020-01-16 09:00:56,reserve,user
5062,2,135,2020-01-16 09:01:18,confirm,user
3191,2,162,2020-01-16 09:01:31,reserve,user
495,2,136,2020-01-16 09:01:45,reserve,user
303,2,156,2020-01-16 09:01:56,reserve,user
2497,2,137,2020-01-16 09:02:17,reserve,user
303,2,156,2020-01-16 09:02:18,confirm,user
4232,2,155,2020-01-16 09:02:38,reserve,user
4522,2,153,2020-01-16 09:02:45,reserve,user
4232,2,155,2020-01-16 09:02:51,confirm,user
4522,2,153,2020-01-16 09:03:29,confirm,user
1113,2,130,2020-01-16 09:04:12,reserve,user
3802,2,145,2020-01-16 09:04:26,confirm,user
2518,2,8,2020-01-16 09:05:11,confirm,user
5914,2,7,2020-01-16 09:05:25,confirm,user
1140,2,92,2020-01-16 09:06:19,confirm,user
3939,2,164,2020-01-16 09:07:16,reserve,user
5413,2,154,2020-01-16 09:07:20,confirm,user
3292,2,93,2020-01-16 09:07:35,confirm,user
4650,2,138,2020-01-16 09:08:18,cancel,system
4650,2,138,2020-01-16 09:09:22,reserve,user
682,2,157,2020-01-16 09:10:27,confirm,user
2805,2,125,2020-01-16 09:11:54,reserve,user
2661,2,142,2020-01-16 09:12:15,cancel,system
1616,2,174,2020-01-16 09:12:21,reserve,user
2805,2,125,2020-01-16 09:12:37,confirm,user
1616,2,174,2020-01-16 09:12:42,confirm,user
2416,2,109,2020-01-16 09:14:16,confirm,user
2907,2,110,2020-01-16 09:14:20,confirm,user
4210,2,3,2020-01-16 09:14:27,confirm,user
5530,2,97,2020-01-16 09:14:36,cancel,system
567,2,159,2020-01-16 09:18:52,cancel,user
567,2,159,2020-01-16 09:19:00,reserve,user
4239,2,95,2020-01-16 09:19:50,cancel,system
5858,2,102,2020-01-16 09:21:01,reserve,user
5443,2,173,2020-01-16 09:21:19,reserve,user
3433,2,100,2020-01-16 09:21:20,cancel,system
5858,2,102,2020-01-16 09:21:20,cancel,user
2340,2,168,2020-01-16 09:22:01,cancel,system
3939,2,164,2020-01-16 09:24:17,confirm,user
2497,2,137,2020-01-16 09:24:17,cancel,user
495,2,136,2020-01-16 09:24:19,cancel,user
495,2,136,2020-01-16 09:24:24,reserve,user
2497,2,137,2020-01-16 09:24:25,reserve,user
3182,2,146,2020-01-16 09:24:35,cancel,system
5530,2,97,2020-01-16 09:25:59,reserve,user
2340,2,168,2020-01-16 09:26:01,reserve,user
5530,2,97,2020-01-16 09:26:06,confirm,user
2863,2,120,2020-01-16 09:26:09,reserve,user
2863,2,120,2020-01-16 09:26:20,confirm,user
3191,2,162,2020-01-16 09:26:32,cancel,system
3110,2,99,2020-01-16 09:26:38,reserve,user
1113,2,130,2020-01-16 09:29:13,cancel,system
1261,2,166,2020-01-16 09:29:32,reserve,user
4664,2,112,2020-01-16 09:30:41,reserve,user
595,2,170,2020-01-16 09:31:08,reserve,user
1039,2,118,2020-01-16 09:31:24,cancel,system
2821,2,171,2020-01-16 09:31:24,reserve,user
595,2,170,2020-01-16 09:31:25,cancel,user
595,2,169,2020-01-16 09:31:31,reserve,user
5346,2,167,2020-01-16 09:32:45,reserve,user
4650,2,138,2020-01-16 09:33:16,cancel,user
4650,2,138,2020-01-16 09:33:33,reserve,user
4490,2,113,2020-01-16 09:34:04,confirm,user
5183,2,115,2020-01-16 09:34:08,confirm,user
3447,2,96,2020-01-16 09:34:38,reserve,user
1129,2,128,2020-01-16 09:35:33,confirm,user
2366,2,149,2020-01-16 09:35:50,confirm,user
1155,2,127,2020-01-16 09:36:10,confirm,user
3433,2,100,2020-01-16 09:38:19,reserve,user
1113,2,130,2020-01-16 09:38:46,reserve,user
1113,2,130,2020-01-16 09:38:53,confirm,user
1560,2,133,2020-01-16 09:39:22,confirm,user
3191,2,162,2020-01-16 09:39:37,reserve,user
567,2,159,2020-01-16 09:41:11,cancel,user
567,2,159,2020-01-16 09:41:17,reserve,user
5503,2,107,2020-01-16 09:41:43,reserve,user
5503,2,107,2020-01-16 09:41:47,cancel,user
772,2,89,2020-01-16 09:41:47,cancel,system
5503,2,105,2020-01-16 09:41:54,reserve,user
3392,2,106,2020-01-16 09:42:03,cancel,user
3392,2,108,2020-01-16 09:42:08,reserve,user
3191,2,162,2020-01-16 09:42:09,confirm,user
3392,2,108,2020-01-16 09:42:14,confirm,user
1261,2,166,2020-01-16 09:42:55,confirm,user
4028,2,140,2020-01-16 09:43:26,reserve,user
2380,2,95,2020-01-16 09:43:29,reserve,user
4028,2,140,2020-01-16 09:43:57,confirm,user
5503,2,105,2020-01-16 09:44:54,confirm,user
495,2,136,2020-01-16 09:45:31,confirm,user
2132,2,106,2020-01-16 09:45:42,reserve,user
2132,2,106,2020-01-16 09:45:54,cancel,user
2132,2,107,2020-01-16 09:46:00,reserve,user
5443,2,173,2020-01-16 09:46:20,cancel,system
3157,2,94,2020-01-16 09:47:55,reserve,user
3157,2,94,2020-01-16 09:48:08,confirm,user
2340,2,168,2020-01-16 09:48:33,cancel,user
2340,2,168,2020-01-16 09:48:42,reserve,user
3400,2,141,2020-01-16 09:48:42,confirm,user
3433,2,100,2020-01-16 09:49:15,confirm,user
2497,2,137,2020-01-16 09:49:26,cancel,system
2661,2,142,2020-01-16 09:49:40,reserve,user
2661,2,142,2020-01-16 09:49:56,confirm,user
1352,2,4,2020-01-16 09:51:34,reserve,user
3110,2,99,2020-01-16 09:51:39,cancel,system
1352,2,4,2020-01-16 09:51:43,cancel,user
567,2,159,2020-01-16 09:51:43,confirm,user
303,2,156,2020-01-16 09:52:18,confirm,user
1039,2,118,2020-01-16 09:52:23,reserve,user
5001,2,116,2020-01-16 09:52:49,confirm,user
1039,2,118,2020-01-16 09:53:08,confirm,user
4210,2,3,2020-01-16 09:53:44,confirm,user
4522,2,153,2020-01-16 09:53:54,confirm,user
3472,2,106,2020-01-16 09:53:57,reserve,user
4232,2,155,2020-01-16 09:54:03,cancel,user
3472,2,106,2020-01-16 09:54:09,confirm,user
4232,2,155,2020-01-16 09:54:17,reserve,user
4232,2,155,2020-01-16 09:54:25,confirm,user
4664,2,112,2020-01-16 09:55:42,cancel,system
4664,2,111,2020-01-16 09:56:02,reserve,user
101,2,163,2020-01-16 09:56:13,reserve,user
4664,2,111,2020-01-16 09:56:20,confirm,user
2821,2,171,2020-01-16 09:56:25,cancel,system
595,2,169,2020-01-16 09:56:32,cancel,system
3447,2,96,2020-01-16 09:56:35,confirm,user
2132,2,107,2020-01-16 09:56:40,confirm,user
5503,2,105,2020-01-16 09:56:42,confirm,user
3292,2,93,2020-01-16 09:56:56,confirm,user
3337,2,101,2020-01-16 09:57:04,confirm,user
2010,2,90,2020-01-16 09:57:18,confirm,user
5413,2,154,2020-01-16 09:57:40,confirm,user
5346,2,167,2020-01-16 09:57:46,cancel,system
1140,2,92,2020-01-16 09:58:16,confirm,user
4650,2,138,2020-01-16 09:58:33,cancel,system
1638,2,103,2020-01-16 09:58:37,cancel,system
772,2,89,2020-01-16 09:58:38,reserve,user
4650,2,138,2020-01-16 09:58:45,reserve,user
5003,2,139,2020-01-16 09:58:45,reserve,user
772,2,89,2020-01-16 09:58:48,confirm,user
945,2,161,2020-01-16 09:59:09,reserve,user
2805,2,125,2020-01-16 09:59:13,confirm,user
101,2,163,2020-01-16 09:59:28,confirm,user
1638,2,103,2020-01-16 09:59:30,reserve,user
3110,2,99,2020-01-16 09:59:30,reserve,user
1638,2,103,2020-01-16 09:59:40,confirm,user
2380,2,95,2020-01-16 10:00:07,cancel,user
2380,2,98,2020-01-16 10:00:20,reserve,user
5914,2,7,2020-01-16 10:00:26,confirm,user
2518,2,8,2020-01-16 10:00:35,confirm,user
5062,2,135,2020-01-16 10:01:19,cancel,system
682,2,157,2020-01-16 10:01:28,confirm,user
5062,2,135,2020-01-16 10:02:52,reserve,user
5062,2,135,2020-01-16 10:03:17,confirm,user
3802,2,145,2020-01-16 10:04:27,cancel,system
2907,2,110,2020-01-16 10:04:59,confirm,user
2416,2,109,2020-01-16 10:05:04,confirm,user
2812,2,167,2020-01-16 10:05:16,reserve,user
2812,2,167,2020-01-16 10:05:18,cancel,user
2380,2,98,2020-01-16 10:06:02,confirm,user
4239,2,95,2020-01-16 10:07:22,reserve,user
4239,2,95,2020-01-16 10:07:32,confirm,user
1616,2,174,2020-01-16 10:12:43,cancel,system
2340,2,168,2020-01-16 10:13:43,cancel,system
2340,2,168,2020-01-16 10:14:01,reserve,user
855,2,134,2020-01-16 10:15:33,reserve,user
5530,2,97,2020-01-16 10:16:19,confirm,user
185,2,131,2020-01-16 10:20:44,reserve,user
185,2,131,2020-01-16 10:21:00,cancel,user
2366,2,149,2020-01-16 10:22:43,confirm,user
4490,2,113,2020-01-16 10:23:27,confirm,user
5183,2,115,2020-01-16 10:23:32,confirm,user
4650,2,138,2020-01-16 10:23:46,cancel,system
5003,2,139,2020-01-16 10:23:46,cancel,system
945,2,161,2020-01-16 10:24:10,cancel,system
3939,2,164,2020-01-16 10:24:18,cancel,system
3110,2,99,2020-01-16 10:24:31,cancel,system
2863,2,120,2020-01-16 10:26:21,cancel,system
1129,2,128,2020-01-16 10:26:30,confirm,user
5063,2,131,2020-01-16 10:29:30,reserve,user
2132,2,107,2020-01-16 10:30:05,confirm,user
5503,2,105,2020-01-16 10:30:15,confirm,user
2497,2,137,2020-01-16 10:31:47,reserve,user
5003,2,139,2020-01-16 10:32:24,reserve,user
3939,2,164,2020-01-16 10:32:28,reserve,user
3191,2,162,2020-01-16 10:32:35,confirm,user
3157,2,94,2020-01-16 10:33:06,confirm,user
5443,2,145,2020-01-16 10:33:06,reserve,user
3939,2,164,2020-01-16 10:33:15,confirm,user
3292,2,93,2020-01-16 10:33:24,confirm,user
4650,2,138,2020-01-16 10:34:01,reserve,user
2863,2,176,2020-01-16 10:34:05,reserve,user
2863,2,176,2020-01-16 10:34:13,confirm,user
772,2,89,2020-01-16 10:34:15,confirm,user
1140,2,92,2020-01-16 10:34:59,confirm,user
3392,2,108,2020-01-16 10:35:38,confirm,user
495,2,136,2020-01-16 10:35:55,confirm,user
5062,2,135,2020-01-16 10:35:56,confirm,user
3110,2,99,2020-01-16 10:36:02,reserve,user
1155,2,127,2020-01-16 10:36:11,cancel,system
5923,2,91,2020-01-16 10:36:51,reserve,user
5923,2,91,2020-01-16 10:37:04,confirm,user
5923,2,91,2020-01-16 10:37:24,confirm,user
5923,2,91,2020-01-16 10:37:34,confirm,user
5413,2,154,2020-01-16 10:38:18,cancel,user
1113,2,130,2020-01-16 10:38:54,cancel,system
2340,2,168,2020-01-16 10:39:02,cancel,system
1560,2,133,2020-01-16 10:39:23,cancel,system
945,2,161,2020-01-16 10:39:46,reserve,user
2340,2,168,2020-01-16 10:39:53,reserve,user
855,2,134,2020-01-16 10:40:34,cancel,system
567,2,159,2020-01-16 10:40:59,confirm,user
1155,2,127,2020-01-16 10:41:12,reserve,user
3433,2,100,2020-01-16 10:41:36,confirm,user
3400,2,141,2020-01-16 10:42:09,confirm,user
855,2,134,2020-01-16 10:42:18,reserve,user
1113,2,130,2020-01-16 10:42:32,reserve,user
1113,2,130,2020-01-16 10:42:39,confirm,user
1560,2,133,2020-01-16 10:42:40,reserve,user
1155,2,127,2020-01-16 10:42:43,confirm,user
855,2,134,2020-01-16 10:42:48,confirm,user
1560,2,133,2020-01-16 10:42:54,confirm,user
1261,2,166,2020-01-16 10:42:56,cancel,system
2497,2,137,2020-01-16 10:43:57,confirm,user
4028,2,140,2020-01-16 10:43:58,cancel,system
4239,2,95,2020-01-16 10:44:13,confirm,user
3110,2,99,2020-01-16 10:44:16,confirm,user
4232,2,155,2020-01-16 10:44:24,cancel,user
4522,2,153,2020-01-16 10:44:30,cancel,user
4232,2,155,2020-01-16 10:44:31,reserve,user
4522,2,153,2020-01-16 10:44:38,reserve,user
4028,2,140,2020-01-16 10:44:51,reserve,user
772,2,89,2020-01-16 10:44:56,confirm,user
4028,2,140,2020-01-16 10:45:01,confirm,user
1261,2,166,2020-01-16 10:45:48,reserve,user
303,2,156,2020-01-16 10:46:04,confirm,user
4664,2,111,2020-01-16 10:46:55,confirm,user
1039,2,118,2020-01-16 10:47:07,confirm,user
5001,2,116,2020-01-16 10:47:10,confirm,user
5063,2,131,2020-01-16 10:47:26,cancel,user
3337,2,101,2020-01-16 10:48:38,confirm,user
3447,2,96,2020-01-16 10:48:39,confirm,user
1638,2,103,2020-01-16 10:48:44,confirm,user
2010,2,90,2020-01-16 10:49:16,cancel,user
5003,2,139,2020-01-16 10:49:30,confirm,user
3472,2,106,2020-01-16 10:49:39,confirm,user
2661,2,142,2020-01-16 10:49:57,cancel,system
4210,2,3,2020-01-16 10:51:15,confirm,user
4232,2,155,2020-01-16 10:53:20,confirm,user
4522,2,153,2020-01-16 10:53:23,confirm,user
3940,2,148,2020-01-16 10:54:40,reserve,user
3940,2,148,2020-01-16 10:54:51,confirm,user
945,2,161,2020-01-16 10:55:23,confirm,user
5443,2,145,2020-01-16 10:55:38,confirm,user
5914,2,7,2020-01-16 10:55:57,confirm,user
5443,2,145,2020-01-16 10:56:58,cancel,user
5443,2,90,2020-01-16 10:57:05,reserve,user
3802,2,145,2020-01-16 10:57:21,reserve,user
